participant_id	age	sex
sub-01	27	m
sub-02	24	m
sub-03	21	f
sub-04	26	f
sub-05	29	m
sub-06	27	f
sub-07	24	m
sub-08	26	m
sub-09	25	f
sub-10	25	m
sub-11	24	m
sub-12	20	f
sub-13	28	m
sub-14	27	f
sub-15	26	m
sub-16	30	m
sub-17	27	m
sub-18	28	m
sub-19	32	f
sub-20	24	f
sub-21	31	f
sub-22	25	f
sub-23	31	f
sub-24	20	m
sub-25	24	m
sub-26	24	m
sub-27	26	f
sub-28	23	m
sub-29	23	m
sub-30	32	m
